Label,URL,brand,name,price,rating,skin_type,ingredients,product_image
cleanser,https://www.sephora.com/product/face-cleanser-P248404?icid2=skugrid:p248404,First Aid Beauty,Pure Skin Face Cleanser,$22.00 ,No Info,No info,"Water/Aqua/Eau, Sodium Cocoyl Isethionate, Glycerin, Stearic Acid, Hydrogenated Coconut Acid, Sodium Isethionate, Stearyl Alcohol, Phenoxyethanol, Disodium Cocoamphodiacetate, Sodium PCA, Hydroxypropyl Methylcellulose, Coco-Glucoside, Glyceryl Oleate, Sodium Chloride, Allantoin, Sodium Phytate, Chrysanthemum Parthenium (Feverfew) Extract, Citric Acid, Potassium Sorbate, Sodium Benzoate, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Maltodextrin, Aloe Barbadensis Leaf Juice, Tocopherol, Hydrogenated Palm Glycerides Citrate, Tetrasodium EDTA.",https://www.sephora.com/productimages/sku/s1217710-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/the-ordinary-squalane-cleanser-P444718?icid2=skugrid:p444718,The Ordinary,Squalane Cleanser,$7.90 ,No Info,No info,"Squalane, Water, Coco-Caprylate/Caprate, Glycerin, Sucrose Stearate, Ethyl Macadamiate, Caprylic/Capric Triglyceride, Sucrose Laurate, Hydrogenated Starch Hydrolysate, Sucrose Dilaurate, Sucrose Trilaurate, Polyacrylate Crosspolymer-6, Isoceteth-20, Sodium Polyacrylate, Tocopherol, Hydroxymethoxyphenyl Decanone, Trisodium Ethylenediamine Disuccinate, Malic Acid, Ethylhexylglycerin, Chlorphenesin.",https://www.sephora.com/productimages/sku/s2238988-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/glow2oh-dark-spot-toner-P439061?icid2=skugrid:p439061,OLEHENRIKSEN,Glow2OH™ Dark Spot Toner,$29.00 ,No Info,No info,"Water, Glycolic Acid, Hamamelis Virginiana (Witch Hazel) Water, Lactic Acid, Sodium Hydroxide, Polysorbate 20, Phenoxyethanol, Fragrance, Phytic Acid, Ethylhexylglycerin, Glycerin, Chamomilla Recutita (Matricaria) Flower Extract, Citrus Limon (Lemon) Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Saccharum Officinarum (Sugar Cane) Extract, Santalum Album (Sandalwood) Extract, Benzoic Acid, Leuconostoc/Radish Root Ferment Filtrate, Tocopherol, Citral, Limonene, Linalool.",https://www.sephora.com/productimages/sku/s2169431-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/salicylic-acid-cleanser-P443833?icid2=skugrid:p443833,The INKEY List,Salicylic Acid Acne + Pore Cleanser,$9.99 ,No Info,No info,"

Water (Aqua/Eau), Propanediol, Glycerin, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, PEG-120 Methyl Glucose Dioleate, Salicylic Acid, PEG-150 Pentaerythrityl Tetrastearate, PEG-6 Caprylic/Capric Glycerides, Betaine, Zinc PCA, Phenoxyethanol, Sodium Chloride, Allantoin, Sodium Hydroxide, Coco-Glucoside, Glyceryl Oleate, Benzyl Alcohol, Coconut Acid, Ethylhexylglycerin, Sodium Benzoate, Citric Acid, Dehydroacetic Acid, Trisodium Ethylenediamine Disuccinate, Tocopherol, Hydrogenated Palm Glycerides Citrate.",https://www.sephora.com/productimages/sku/s2211605-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/watermelon-glow-sleeping-mask-P420160?icid2=skugrid:p420160,Glow Recipe,Watermelon + AHA Glow Sleeping Mask,$45.00 ,No Info,No info,"
Water, Sodium Hyaluronate, Glycerin, Caulerpa Lentillifera (Seaweed) Extract, Simethicone, Citrullus Lanatus (Watermelon) Fruit, Silica, Propanediol, Glycolic Acid, Lactic Acid, Cucurbita Pepo (Pumpkin) Fruit Extract, Punica Granatum (Pomegranate) Fruit Extract, Musa Sapientum (Banana) Fruit Extract , Paeonia Suffruticosa (Peony) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Ipomoea Batatas (Sweet Potato) Root Extract, Betaine, Beta Glucan, Hydroxyethylcellulose, Xanthan Gum, Alcohol, Fragrance.",https://www.sephora.com/productimages/sku/s1955764-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/beste-no-9-jelly-cleanser-P426836?icid2=skugrid:p426836,Drunk Elephant,Beste™ No. 9 Jelly Cleanser,$32.00 ,No Info,No info,"Water, Glycerin, Cocamidopropyl Betaine, Coco-Glucoside, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate, Propanediol, Aloe Barbadensis Leaf Extract, Glycolipids, Linoleic Acid, Linolenic Acid, Lauryl Glucoside, Cucumis Melo Cantalupensis Fruit Extract, Sclerocarya Birrea Seed Oil, Dipotassium Glycyrrhizate, Tocopherol, Citric Acid, Phenoxyethanol, Sodium Hydroxide, Sodium Benzoate, Sodium Chloride, Polylysine.",https://www.sephora.com/productimages/sku/s2022598-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/fenty-skin-fat-water-pore-refining-toner-serum-P467248?icid2=skugrid:p467248,Fenty Skin,Fat Water Pore-Refining Toner Serum,$28.00 ,No Info,No info,,https://www.sephora.com/productimages/sku/s2418861-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/the-inkey-list-oat-cleansing-balm-P455364?icid2=skugrid:p455364,The INKEY List,Oat Cleansing Balm,$9.99 ,No Info,No info,"
Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Alcohol, PEG-6 Caprylic/Capric Glycerides, Avena Sativa (Oat) Kernel Oil, Candelilla Cera (Cire de candelilla), Silica,Sorbitan Stearate, Tribehenin, PEG-60 Almond Glycerides, Avena Sativa (Oat) Kernel Flour, Aqua (Water/Eau), Benzyl Alcohol, Phenoxyethanol, Lecithin, 1,2-Hexanediol, Ascorbyl Palmitate, Tocopherol, Biosaccharide Gum-4, Helianthus Annuus (Sunflower) Seed Oil.",https://www.sephora.com/productimages/sku/s2335636-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/exfolikate-intensive-exfoliating-treatment-P232915?icid2=skugrid:p232915,Kate Somerville,ExfoliKate® Intensive Pore Exfoliating Treatment,$25.00 ,No Info,No info,"
Aqua/Water/Eau, Lactic Acid, Silica, Glycine Soja (Soybean) Oil, Pectin, Cetearyl Alcohol, Carica Papaya (Papaya) Fruit, Ceteareth-20, Cetyl Alcohol, Phenoxyethanol, Dehydroxanthan Gum, Glyceryl Stearate, PEG-100 Stearate, Salicylic Acid, Lactobacillus/Pumpkin Ferment Extract, Alcohol Denat., Sorbic Acid, Cinnamal, Mel/Honey/Miel, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenol, Potassium Sorbate, Limonene, Linalool, Lavandula Angustifolia (Lavender) Oil, Beta-Carotene, Aloe Barbadensis Leaf Juice Powder, Bromelain, Papain, Retinyl Palmitate, Tocopheryl Acetate, Cinnamomum Cassia Leaf Oil, Acetic Acid, Pogostemon Cablin Oil, Pelargonium Graveolens Flower Oil, Aniba Rosaeodora (Rosewood) Wood Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, CI 75810 (Chlorophyllin-Copper Complex).",https://www.sephora.com/productimages/sku/s1284629-main-zoom.jpg?imwidth=315
cleanser,https://www.sephora.com/product/purity-made-simple-P7109?icid2=skugrid:p7109,philosophy,Purity Made Simple Cleanser,$13.00 ,No Info,No info,"Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate",https://www.sephora.com/productimages/sku/s2375673-main-zoom.jpg?imwidth=315
